machine_id,start_time,end_time,production_counter,duration_sec,max_pressure,is_valid,is_test_run
2호기(창녕),2025-12-01T22:20:01.890000+00:00,2025-12-01T22:20:02.035000+00:00,18.0,0.145,125.1,False,True
2호기(창녕),2025-12-01T22:20:02.920000+00:00,2025-12-01T22:20:03.045000+00:00,,0.125,125.1,False,True
2호기(창녕),2025-12-01T22:20:03.900000+00:00,2025-12-01T22:20:04.050000+00:00,18.0,0.15,123.8,False,True
2호기(창녕),2025-12-01T22:20:04.890000+00:00,2025-12-01T22:20:05.155000+00:00,,0.265,122.6,False,True
2호기(창녕),2025-12-01T22:20:05.890000+00:00,2025-12-01T22:20:06.168000+00:00,,0.278,122.6,False,True
2호기(창녕),2025-12-01T22:20:06.910000+00:00,2025-12-01T22:20:07.170000+00:00,,0.26,121.3,False,True
2호기(창녕),2025-12-01T22:20:07.900000+00:00,2025-12-01T22:20:08.183000+00:00,,0.283,121.3,False,True
2호기(창녕),2025-12-01T22:20:08.910000+00:00,2025-12-01T22:20:09.183000+00:00,,0.273,120.1,False,True
2호기(창녕),2025-12-01T22:20:09.900000+00:00,2025-12-01T22:20:10.198000+00:00,,0.298,120.1,False,True
2호기(창녕),2025-12-01T22:20:10.900000+00:00,2025-12-01T22:20:11.200000+00:00,,0.3,118.9,False,True
2호기(창녕),2025-12-01T22:20:11.930000+00:00,2025-12-01T22:20:12.106000+00:00,18.0,0.176,117.7,False,True
2호기(창녕),2025-12-01T22:20:12.910000+00:00,2025-12-01T22:20:13.109000+00:00,18.0,0.199,117.7,False,True
2호기(창녕),2025-12-01T22:20:13.920000+00:00,2025-12-01T22:20:14.113000+00:00,18.0,0.193,116.5,False,True
2호기(창녕),2025-12-01T22:20:14.890000+00:00,2025-12-01T22:20:15.116000+00:00,18.0,0.226,116.5,False,True
2호기(창녕),2025-12-01T22:20:15.910000+00:00,2025-12-01T22:20:16.274000+00:00,,0.364,115.4,False,True
2호기(창녕),2025-12-01T22:20:16.890000+00:00,2025-12-01T22:20:17.275000+00:00,,0.385,114.4,False,True
2호기(창녕),2025-12-01T22:20:17.900000+00:00,2025-12-01T22:20:18.277000+00:00,,0.377,114.4,False,True
2호기(창녕),2025-12-01T22:20:18.890000+00:00,2025-12-01T22:20:19.291000+00:00,,0.401,113.4,False,True
2호기(창녕),2025-12-01T22:20:19.910000+00:00,2025-12-01T22:20:20.292000+00:00,,0.382,113.4,False,True
2호기(창녕),2025-12-01T22:20:20.910000+00:00,2025-12-01T22:20:21.207000+00:00,18.0,0.297,112.4,False,True
2호기(창녕),2025-12-01T22:20:21.910000+00:00,2025-12-01T22:20:22.211000+00:00,18.0,0.301,111.3,False,True
2호기(창녕),2025-12-01T22:20:22.920000+00:00,2025-12-01T22:20:23.211000+00:00,18.0,0.291,111.3,False,True
2호기(창녕),2025-12-01T22:20:23.930000+00:00,2025-12-01T22:20:24.215000+00:00,18.0,0.285,110.3,False,True
2호기(창녕),2025-12-01T22:20:24.940000+00:00,2025-12-01T22:20:25.064000+00:00,,0.124,110.3,False,True
2호기(창녕),2025-12-01T22:20:25.920000+00:00,2025-12-01T22:20:26.086000+00:00,,0.166,109.4,False,True
2호기(창녕),2025-12-01T22:20:26.930000+00:00,2025-12-01T22:20:27.091000+00:00,,0.161,108.3,False,True
2호기(창녕),2025-12-01T22:20:27.980000+00:00,2025-12-01T22:20:28.040000+00:00,,0.06,108.3,False,True
2호기(창녕),2025-12-01T22:20:28.930000+00:00,2025-12-01T22:20:29.041000+00:00,,0.111,107.3,False,True
2호기(창녕),2025-12-01T22:20:29.930000+00:00,2025-12-01T22:20:30.180000+00:00,,0.25,107.3,False,True
2호기(창녕),2025-12-01T22:20:30.920000+00:00,2025-12-01T22:20:31.188000+00:00,,0.268,106.3,False,True
2호기(창녕),2025-12-01T22:20:31.920000+00:00,2025-12-01T22:20:32.191000+00:00,,0.271,106.3,False,True
2호기(창녕),2025-12-01T22:20:32.970000+00:00,2025-12-01T22:20:33.103000+00:00,18.0,0.133,105.3,False,True
2호기(창녕),2025-12-01T22:20:33.930000+00:00,2025-12-01T22:20:34.104000+00:00,18.0,0.174,104.3,False,True
2호기(창녕),2025-12-01T22:20:34.930000+00:00,2025-12-01T22:20:35.106000+00:00,18.0,0.176,104.3,False,True
2호기(창녕),2025-12-01T22:20:35.930000+00:00,2025-12-01T22:20:36.125000+00:00,18.0,0.195,103.3,False,True
2호기(창녕),2025-12-01T22:20:36.940000+00:00,2025-12-01T22:20:37.145000+00:00,18.0,0.205,103.3,False,True
2호기(창녕),2025-12-01T22:20:37.940000+00:00,2025-12-01T22:20:38.146000+00:00,18.0,0.206,102.4,False,True
2호기(창녕),2025-12-01T22:20:38.940000+00:00,2025-12-01T22:20:39.148000+00:00,18.0,0.208,102.4,False,True
2호기(창녕),2025-12-01T22:20:39.940000+00:00,2025-12-01T22:20:40.254000+00:00,,0.314,101.4,False,True
2호기(창녕),2025-12-01T22:20:40.950000+00:00,2025-12-01T22:20:41.271000+00:00,,0.321,100.4,False,True
2호기(창녕),2025-12-01T22:20:41.990000+00:00,2025-12-01T22:20:42.272000+00:00,,0.282,100.4,False,True
2호기(창녕),2025-12-01T22:20:42.920000+00:00,2025-12-01T22:20:43.273000+00:00,,0.353,99.5,False,True
2호기(창녕),2025-12-01T22:20:43.940000+00:00,2025-12-01T22:20:44.286000+00:00,,0.346,99.5,False,True
2호기(창녕),2025-12-01T22:20:44.960000+00:00,2025-12-01T22:20:45.296000+00:00,,0.336,98.4,False,True
2호기(창녕),2025-12-01T22:20:45.950000+00:00,2025-12-01T22:20:46.069000+00:00,,0.119,97.4,False,True
2호기(창녕),2025-12-01T22:20:46.970000+00:00,2025-12-01T22:20:47.068000+00:00,,0.098,97.4,False,True
2호기(창녕),2025-12-01T22:20:47.970000+00:00,2025-12-01T22:20:48.071000+00:00,,0.101,96.4,False,True
2호기(창녕),2025-12-01T22:20:48.950000+00:00,2025-12-01T22:20:49.028000+00:00,,0.078,96.4,False,True
2호기(창녕),2025-12-01T22:20:49.970000+00:00,2025-12-01T22:20:50.046000+00:00,,0.076,95.3,False,True
2호기(창녕),2025-12-01T22:20:50.980000+00:00,2025-12-01T22:20:51.151000+00:00,,0.171,95.3,False,True
2호기(창녕),2025-12-01T22:20:51.980000+00:00,2025-12-01T22:20:52.156000+00:00,,0.176,94.3,False,True
2호기(창녕),2025-12-01T22:20:52.980000+00:00,2025-12-01T22:20:53.161000+00:00,,0.181,93.3,False,True
2호기(창녕),2025-12-01T22:20:54+00:00,2025-12-01T22:20:54.165000+00:00,,0.165,93.3,False,True
2호기(창녕),2025-12-01T22:20:54.980000+00:00,2025-12-01T22:20:55.195000+00:00,,0.215,92.2,False,True
2호기(창녕),2025-12-01T22:20:55.980000+00:00,2025-12-01T22:20:56.198000+00:00,,0.218,92.2,False,True
2호기(창녕),2025-12-01T22:20:56.990000+00:00,2025-12-01T22:20:57.200000+00:00,,0.21,91.0,False,True
2호기(창녕),2025-12-01T22:20:58+00:00,2025-12-01T22:20:58.106000+00:00,18.0,0.106,90.0,False,True
2호기(창녕),2025-12-01T22:20:58.990000+00:00,2025-12-01T22:20:59.119000+00:00,18.0,0.129,90.0,False,True
2호기(창녕),2025-12-01T22:20:59.990000+00:00,2025-12-01T22:21:00.126000+00:00,18.0,0.136,88.6,False,True
2호기(창녕),2025-12-01T22:21:00.970000+00:00,2025-12-01T22:21:01.128000+00:00,18.0,0.158,88.6,False,True
2호기(창녕),2025-12-01T22:21:01.970000+00:00,2025-12-01T22:21:02.130000+00:00,18.0,0.16,87.4,False,True
2호기(창녕),2025-12-01T22:21:03.030000+00:00,2025-12-01T22:21:03.261000+00:00,,0.231,87.4,False,True
2호기(창녕),2025-12-01T22:21:03.990000+00:00,2025-12-01T22:21:04.270000+00:00,,0.28,86.1,False,True
2호기(창녕),2025-12-01T22:21:04.990000+00:00,2025-12-01T22:21:05.281000+00:00,,0.291,86.1,False,True
2호기(창녕),2025-12-01T22:21:06+00:00,2025-12-01T22:21:06.292000+00:00,,0.292,84.8,False,True
2호기(창녕),2025-12-01T22:21:06.990000+00:00,2025-12-01T22:21:07.298000+00:00,,0.308,83.6,False,True
2호기(창녕),2025-12-01T22:21:08.020000+00:00,2025-12-01T22:21:08.299000+00:00,,0.279,83.6,False,True
2호기(창녕),2025-12-01T22:21:09.010000+00:00,2025-12-01T22:21:09.202000+00:00,18.0,0.192,82.6,False,True
2호기(창녕),2025-12-01T22:21:10+00:00,2025-12-01T22:21:10.204000+00:00,18.0,0.204,81.8,False,True
2호기(창녕),2025-12-01T22:21:11.020000+00:00,2025-12-01T22:21:11.209000+00:00,18.0,0.189,81.8,False,True
2호기(창녕),2025-12-01T22:21:12+00:00,2025-12-01T22:21:12.081000+00:00,,0.081,81.1,False,True
2호기(창녕),2025-12-01T22:21:13.020000+00:00,2025-12-01T22:21:13.091000+00:00,,0.071,81.1,False,True
2호기(창녕),2025-12-01T22:21:14+00:00,2025-12-01T22:21:14.089000+00:00,,0.089,81.2,False,True
2호기(창녕),2025-12-01T22:21:15.020000+00:00,2025-12-01T22:21:15.098000+00:00,,0.078,81.2,False,True
2호기(창녕),2025-12-01T22:21:16.010000+00:00,2025-12-01T22:21:16.014000+00:00,,0.004,82.7,False,True
2호기(창녕),2025-12-01T22:21:34.060000+00:00,2025-12-01T22:21:34.254000+00:00,,0.194,93.9,False,True
2호기(창녕),2025-12-01T22:21:41.010000+00:00,2025-12-01T22:21:41.211000+00:00,19.0,0.201,50.7,False,True
2호기(창녕),2025-12-01T22:21:42.030000+00:00,2025-12-01T22:21:42.062000+00:00,,0.032,50.7,False,True
2호기(창녕),2025-12-01T22:21:49.040000+00:00,2025-12-01T22:21:49.046000+00:00,,0.006,73.6,False,True
2호기(창녕),2025-12-01T22:21:50.040000+00:00,2025-12-01T22:21:50.043000+00:00,19.0,0.003,73.6,False,True
2호기(창녕),2025-12-01T22:21:51.050000+00:00,2025-12-01T22:21:51.154000+00:00,,0.104,122.0,False,True
2호기(창녕),2025-12-01T22:21:52.040000+00:00,2025-12-01T22:21:52.157000+00:00,,0.117,122.0,False,True
2호기(창녕),2025-12-01T22:21:53.040000+00:00,2025-12-01T22:21:53.159000+00:00,,0.119,151.9,False,True
2호기(창녕),2025-12-01T22:21:54.030000+00:00,2025-12-01T22:21:54.164000+00:00,,0.134,155.5,False,True
2호기(창녕),2025-12-01T22:21:55.040000+00:00,2025-12-01T22:21:55.197000+00:00,,0.157,155.5,False,True
2호기(창녕),2025-12-01T22:21:56.070000+00:00,2025-12-01T22:21:56.130000+00:00,19.0,0.06,152.2,False,True
2호기(창녕),2025-12-01T22:21:57.040000+00:00,2025-12-01T22:21:57.138000+00:00,19.0,0.098,152.2,False,True
2호기(창녕),2025-12-01T22:21:58.070000+00:00,2025-12-01T22:21:58.147000+00:00,19.0,0.077,148.6,False,True
2호기(창녕),2025-12-01T22:21:59.040000+00:00,2025-12-01T22:21:59.284000+00:00,,0.244,148.6,False,True
2호기(창녕),2025-12-01T22:22:00.050000+00:00,2025-12-01T22:22:00.284000+00:00,,0.234,145.2,False,True
2호기(창녕),2025-12-01T22:22:01.050000+00:00,2025-12-01T22:22:01.303000+00:00,,0.253,145.2,False,True
2호기(창녕),2025-12-01T22:22:02.040000+00:00,2025-12-01T22:22:02.208000+00:00,19.0,0.168,142.4,False,True
2호기(창녕),2025-12-01T22:22:03.060000+00:00,2025-12-01T22:22:03.075000+00:00,,0.015,140.2,False,True
2호기(창녕),2025-12-01T22:22:04.070000+00:00,2025-12-01T22:22:04.076000+00:00,,0.006,140.2,False,True
2호기(창녕),2025-12-01T22:22:05.070000+00:00,2025-12-01T22:22:05.080000+00:00,,0.01,138.2,False,True
2호기(창녕),2025-12-01T22:22:06.070000+00:00,2025-12-01T22:22:06.091000+00:00,,0.021,138.2,False,True
2호기(창녕),2025-12-01T22:22:07.080000+00:00,2025-12-01T22:22:07.098000+00:00,,0.018,136.0,False,True
2호기(창녕),2025-12-01T22:22:08.080000+00:00,2025-12-01T22:22:08.103000+00:00,,0.023,133.9,False,True
2호기(창녕),2025-12-01T22:22:09.070000+00:00,2025-12-01T22:22:09.108000+00:00,,0.038,133.9,False,True
2호기(창녕),2025-12-01T22:22:10.070000+00:00,2025-12-01T22:22:10.115000+00:00,,0.045,131.9,False,True
2호기(창녕),2025-12-01T22:22:11.070000+00:00,2025-12-01T22:22:11.136000+00:00,,0.066,131.9,False,True
2호기(창녕),2025-12-01T22:22:12.080000+00:00,2025-12-01T22:22:12.143000+00:00,,0.063,130.0,False,True
2호기(창녕),2025-12-01T22:22:13.090000+00:00,2025-12-01T22:22:13.149000+00:00,19.0,0.059,130.0,False,True
2호기(창녕),2025-12-01T22:22:14.090000+00:00,2025-12-01T22:22:14.150000+00:00,,0.06,128.3,False,True
2호기(창녕),2025-12-01T22:22:15.090000+00:00,2025-12-01T22:22:15.158000+00:00,,0.068,126.7,False,True
2호기(창녕),2025-12-01T22:22:16.100000+00:00,2025-12-01T22:22:16.160000+00:00,,0.06,126.7,False,True
2호기(창녕),2025-12-01T22:22:17.090000+00:00,2025-12-01T22:22:17.166000+00:00,,0.076,125.3,False,True
2호기(창녕),2025-12-01T22:22:18.090000+00:00,2025-12-01T22:22:18.186000+00:00,,0.096,125.3,False,True
2호기(창녕),2025-12-01T22:22:19.100000+00:00,2025-12-01T22:22:19.188000+00:00,,0.088,123.9,False,True
2호기(창녕),2025-12-01T22:22:20.080000+00:00,2025-12-01T22:22:20.200000+00:00,,0.12,123.9,False,True
2호기(창녕),2025-12-01T22:22:21.100000+00:00,2025-12-01T22:22:21.202000+00:00,,0.102,122.5,False,True
2호기(창녕),2025-12-01T22:22:22.100000+00:00,2025-12-01T22:22:22.123000+00:00,19.0,0.023,121.3,False,True
2호기(창녕),2025-12-01T22:22:23.100000+00:00,2025-12-01T22:22:23.147000+00:00,19.0,0.047,121.3,False,True
2호기(창녕),2025-12-01T22:22:24.100000+00:00,2025-12-01T22:22:24.255000+00:00,,0.155,120.0,False,True
2호기(창녕),2025-12-01T22:22:25.100000+00:00,2025-12-01T22:22:25.256000+00:00,,0.156,120.0,False,True
2호기(창녕),2025-12-01T22:22:26.110000+00:00,2025-12-01T22:22:26.207000+00:00,19.0,0.097,118.8,False,True
2호기(창녕),2025-12-01T22:22:27.110000+00:00,2025-12-01T22:22:27.297000+00:00,,0.187,117.5,False,True
2호기(창녕),2025-12-01T22:22:28.110000+00:00,2025-12-01T22:22:28.174000+00:00,,0.064,117.5,False,True
2호기(창녕),2025-12-01T22:22:29.100000+00:00,2025-12-01T22:22:29.175000+00:00,,0.075,116.3,False,True
2호기(창녕),2025-12-01T22:22:30.120000+00:00,2025-12-01T22:22:30.124000+00:00,,0.004,116.3,False,True
2호기(창녕),2025-12-01T22:22:31.120000+00:00,2025-12-01T22:22:31.187000+00:00,,0.067,115.3,False,True
2호기(창녕),2025-12-01T22:22:32.110000+00:00,2025-12-01T22:22:32.200000+00:00,,0.09,115.3,False,True
2호기(창녕),2025-12-01T22:22:33.130000+00:00,2025-12-01T22:22:33.201000+00:00,19.0,0.071,114.2,False,True
2호기(창녕),2025-12-01T22:22:34.130000+00:00,2025-12-01T22:22:34.212000+00:00,19.0,0.082,113.0,False,True
2호기(창녕),2025-12-01T22:22:35.130000+00:00,2025-12-01T22:22:35.227000+00:00,,0.097,113.0,False,True
2호기(창녕),2025-12-01T22:22:36.130000+00:00,2025-12-01T22:22:36.135000+00:00,19.0,0.005,111.9,False,True
2호기(창녕),2025-12-01T22:22:37.140000+00:00,2025-12-01T22:22:37.144000+00:00,19.0,0.004,111.9,False,True
2호기(창녕),2025-12-01T22:22:38.140000+00:00,2025-12-01T22:22:38.144000+00:00,19.0,0.004,110.9,False,True
2호기(창녕),2025-12-01T22:22:39.140000+00:00,2025-12-01T22:22:39.283000+00:00,,0.143,110.9,False,True
2호기(창녕),2025-12-01T22:22:40.150000+00:00,2025-12-01T22:22:40.208000+00:00,,0.058,109.7,False,True
2호기(창녕),2025-12-01T22:22:41.150000+00:00,2025-12-01T22:22:41.207000+00:00,,0.057,108.6,False,True
2호기(창녕),2025-12-01T22:22:42.170000+00:00,2025-12-01T22:22:42.213000+00:00,,0.043,108.6,False,True
2호기(창녕),2025-12-01T22:22:43.170000+00:00,2025-12-01T22:22:43.226000+00:00,,0.056,107.7,False,True
2호기(창녕),2025-12-01T22:22:44.170000+00:00,2025-12-01T22:22:44.228000+00:00,,0.058,107.7,False,True
2호기(창녕),2025-12-01T22:22:45.190000+00:00,2025-12-01T22:22:45.229000+00:00,,0.039,106.6,False,True
2호기(창녕),2025-12-01T22:22:46.210000+00:00,2025-12-01T22:22:46.251000+00:00,,0.041,106.6,False,True
2호기(창녕),2025-12-01T22:22:47.170000+00:00,2025-12-01T22:22:47.264000+00:00,,0.094,105.5,False,True
2호기(창녕),2025-12-01T22:22:48.170000+00:00,2025-12-01T22:22:48.266000+00:00,,0.096,105.5,False,True
2호기(창녕),2025-12-01T22:22:49.160000+00:00,2025-12-01T22:22:49.184000+00:00,,0.024,104.4,False,True
2호기(창녕),2025-12-01T22:22:50.160000+00:00,2025-12-01T22:22:50.186000+00:00,,0.026,103.4,False,True
2호기(창녕),2025-12-01T22:22:51.160000+00:00,2025-12-01T22:22:51.191000+00:00,,0.031,103.4,False,True
2호기(창녕),2025-12-01T22:22:52.160000+00:00,2025-12-01T22:22:52.196000+00:00,19.0,0.036,102.4,False,True
2호기(창녕),2025-12-01T22:22:53.170000+00:00,2025-12-01T22:22:53.244000+00:00,19.0,0.074,102.4,False,True
2호기(창녕),2025-12-01T22:22:54.170000+00:00,2025-12-01T22:22:54.247000+00:00,19.0,0.077,101.4,False,True
2호기(창녕),2025-12-01T22:22:55.170000+00:00,2025-12-01T22:22:55.248000+00:00,,0.078,101.4,False,True
2호기(창녕),2025-12-01T22:22:56.170000+00:00,2025-12-01T22:22:56.255000+00:00,,0.085,100.4,False,True
2호기(창녕),2025-12-01T22:22:57.170000+00:00,2025-12-01T22:22:57.258000+00:00,,0.088,99.4,False,True
2호기(창녕),2025-12-01T22:22:58.160000+00:00,2025-12-01T22:22:58.261000+00:00,,0.101,99.4,False,True
2호기(창녕),2025-12-01T22:22:59.170000+00:00,2025-12-01T22:22:59.263000+00:00,,0.093,98.4,False,True
2호기(창녕),2025-12-01T22:23:00.200000+00:00,2025-12-01T22:23:00.278000+00:00,,0.078,98.4,False,True
2호기(창녕),2025-12-01T22:23:01.170000+00:00,2025-12-01T22:23:01.275000+00:00,19.0,0.105,97.3,False,True
2호기(창녕),2025-12-01T22:23:02.160000+00:00,2025-12-01T22:23:02.179000+00:00,,0.019,96.3,False,True
2호기(창녕),2025-12-01T22:23:03.160000+00:00,2025-12-01T22:23:03.197000+00:00,,0.037,96.3,False,True
2호기(창녕),2025-12-01T22:23:04.160000+00:00,2025-12-01T22:23:04.206000+00:00,,0.046,95.2,False,True
2호기(창녕),2025-12-01T22:23:05.170000+00:00,2025-12-01T22:23:05.231000+00:00,,0.061,95.2,False,True
2호기(창녕),2025-12-01T22:23:06.200000+00:00,2025-12-01T22:23:06.274000+00:00,,0.074,94.1,False,True
2호기(창녕),2025-12-01T22:23:07.160000+00:00,2025-12-01T22:23:07.176000+00:00,,0.016,94.1,False,True
2호기(창녕),2025-12-01T22:23:08.170000+00:00,2025-12-01T22:23:08.179000+00:00,,0.009,92.9,False,True
2호기(창녕),2025-12-01T22:23:09.170000+00:00,2025-12-01T22:23:09.183000+00:00,,0.013,92.9,False,True
2호기(창녕),2025-12-01T22:23:10.160000+00:00,2025-12-01T22:23:10.186000+00:00,,0.026,91.7,False,True
2호기(창녕),2025-12-01T22:23:11.170000+00:00,2025-12-01T22:23:11.187000+00:00,19.0,0.017,90.5,False,True
2호기(창녕),2025-12-01T22:23:12.200000+00:00,2025-12-01T22:23:12.290000+00:00,,0.09,90.5,False,True
2호기(창녕),2025-12-01T22:23:13.210000+00:00,2025-12-01T22:23:13.297000+00:00,,0.087,89.3,False,True
2호기(창녕),2025-12-01T22:23:14.190000+00:00,2025-12-01T22:23:14.209000+00:00,19.0,0.019,89.3,False,True
2호기(창녕),2025-12-01T22:23:15.160000+00:00,2025-12-01T22:23:15.211000+00:00,19.0,0.051,88.0,False,True
2호기(창녕),2025-12-01T22:23:16.160000+00:00,2025-12-01T22:23:16.213000+00:00,19.0,0.053,88.0,False,True
2호기(창녕),2025-12-01T22:23:17.160000+00:00,2025-12-01T22:23:17.225000+00:00,19.0,0.065,86.6,False,True
2호기(창녕),2025-12-01T22:23:18.160000+00:00,2025-12-01T22:23:18.228000+00:00,19.0,0.068,85.4,False,True
2호기(창녕),2025-12-01T22:23:19.170000+00:00,2025-12-01T22:23:19.231000+00:00,19.0,0.061,85.4,False,True
2호기(창녕),2025-12-01T22:23:20.160000+00:00,2025-12-01T22:23:20.230000+00:00,19.0,0.07,84.0,False,True
2호기(창녕),2025-12-01T22:23:21.200000+00:00,2025-12-01T22:23:21.250000+00:00,19.0,0.05,84.0,False,True
2호기(창녕),2025-12-01T22:23:22.210000+00:00,2025-12-01T22:23:22.252000+00:00,,0.042,83.0,False,True
2호기(창녕),2025-12-01T22:23:23.160000+00:00,2025-12-01T22:23:23.255000+00:00,,0.095,83.0,False,True
2호기(창녕),2025-12-01T22:23:24.160000+00:00,2025-12-01T22:23:24.274000+00:00,,0.114,82.1,False,True
2호기(창녕),2025-12-01T22:23:25.160000+00:00,2025-12-01T22:23:25.276000+00:00,,0.116,81.5,False,True
2호기(창녕),2025-12-01T22:23:26.170000+00:00,2025-12-01T22:23:26.285000+00:00,,0.115,81.5,False,True
2호기(창녕),2025-12-01T22:23:27.170000+00:00,2025-12-01T22:23:27.289000+00:00,,0.119,81.8,False,True
2호기(창녕),2025-12-01T22:23:28.170000+00:00,2025-12-01T22:23:28.293000+00:00,,0.123,81.8,False,True
2호기(창녕),2025-12-01T22:23:46.200000+00:00,2025-12-01T22:23:46.206000+00:00,,0.006,48.6,False,True
2호기(창녕),2025-12-01T22:23:55.240000+00:00,2025-12-01T22:23:55.288000+00:00,,0.048,88.2,False,True
2호기(창녕),2025-12-01T22:23:56.250000+00:00,2025-12-01T22:23:56.316000+00:00,,0.066,88.2,False,True
2호기(창녕),2025-12-01T22:23:57.280000+00:00,2025-12-01T22:23:57.318000+00:00,,0.038,115.1,False,True
2호기(창녕),2025-12-01T22:23:58.280000+00:00,2025-12-01T22:23:58.333000+00:00,,0.053,139.3,False,True
2호기(창녕),2025-12-01T22:23:59.280000+00:00,2025-12-01T22:23:59.329000+00:00,,0.049,139.3,False,True
2호기(창녕),2025-12-01T22:24:00.280000+00:00,2025-12-01T22:24:00.331000+00:00,,0.051,149.1,False,True
2호기(창녕),2025-12-01T22:24:01.300000+00:00,2025-12-01T22:24:01.341000+00:00,,0.041,150.4,False,True
2호기(창녕),2025-12-01T22:24:02.290000+00:00,2025-12-01T22:24:02.348000+00:00,,0.058,150.4,False,True
2호기(창녕),2025-12-01T22:24:03.290000+00:00,2025-12-01T22:24:03.345000+00:00,,0.055,148.6,False,True
2호기(창녕),2025-12-01T22:24:04.280000+00:00,2025-12-01T22:24:04.352000+00:00,,0.072,148.6,False,True
2호기(창녕),2025-12-01T22:24:05.300000+00:00,2025-12-01T22:24:05.416000+00:00,,0.116,146.1,False,True
2호기(창녕),2025-12-01T22:24:06.310000+00:00,2025-12-01T22:24:06.341000+00:00,20.0,0.031,146.1,False,True
2호기(창녕),2025-12-01T22:24:07.320000+00:00,2025-12-01T22:24:07.338000+00:00,20.0,0.018,143.5,False,True
2호기(창녕),2025-12-01T22:24:08.330000+00:00,2025-12-01T22:24:08.340000+00:00,20.0,0.01,141.1,False,True
2호기(창녕),2025-12-01T22:24:09.300000+00:00,2025-12-01T22:24:09.349000+00:00,,0.049,141.1,False,True
2호기(창녕),2025-12-01T22:24:10.320000+00:00,2025-12-01T22:24:10.355000+00:00,,0.035,138.8,False,True
2호기(창녕),2025-12-01T22:24:11.300000+00:00,2025-12-01T22:24:11.358000+00:00,,0.058,138.8,False,True
2호기(창녕),2025-12-01T22:24:12.320000+00:00,2025-12-01T22:24:12.357000+00:00,,0.037,136.9,False,True
2호기(창녕),2025-12-01T22:24:13.350000+00:00,2025-12-01T22:24:13.366000+00:00,,0.016,136.9,False,True
2호기(창녕),2025-12-01T22:24:14.320000+00:00,2025-12-01T22:24:14.392000+00:00,,0.072,135.1,False,True
2호기(창녕),2025-12-01T22:24:15.300000+00:00,2025-12-01T22:24:15.394000+00:00,,0.094,135.1,False,True
2호기(창녕),2025-12-01T22:24:16.350000+00:00,2025-12-01T22:24:16.399000+00:00,,0.049,133.2,False,True
2호기(창녕),2025-12-01T22:24:17.300000+00:00,2025-12-01T22:24:17.321000+00:00,,0.021,131.2,False,True
2호기(창녕),2025-12-01T22:24:18.290000+00:00,2025-12-01T22:24:18.327000+00:00,,0.037,131.2,False,True
2호기(창녕),2025-12-01T22:24:19.310000+00:00,2025-12-01T22:24:19.330000+00:00,,0.02,129.6,False,True
2호기(창녕),2025-12-01T22:24:20.320000+00:00,2025-12-01T22:24:20.331000+00:00,,0.011,129.6,False,True
2호기(창녕),2025-12-01T22:24:21.310000+00:00,2025-12-01T22:24:21.342000+00:00,,0.032,127.8,False,True
2호기(창녕),2025-12-01T22:24:22.290000+00:00,2025-12-01T22:24:22.358000+00:00,,0.068,126.3,False,True
2호기(창녕),2025-12-01T22:24:23.320000+00:00,2025-12-01T22:24:23.345000+00:00,,0.025,126.3,False,True
2호기(창녕),2025-12-01T22:24:24.330000+00:00,2025-12-01T22:24:24.345000+00:00,,0.015,125.0,False,True
2호기(창녕),2025-12-01T22:24:25.330000+00:00,2025-12-01T22:24:25.355000+00:00,,0.025,125.0,False,True
2호기(창녕),2025-12-01T22:24:26.310000+00:00,2025-12-01T22:24:26.357000+00:00,,0.047,123.5,False,True
2호기(창녕),2025-12-01T22:24:27.300000+00:00,2025-12-01T22:24:27.369000+00:00,,0.069,123.5,False,True
2호기(창녕),2025-12-01T22:24:28.320000+00:00,2025-12-01T22:24:28.364000+00:00,,0.044,122.2,False,True
2호기(창녕),2025-12-01T22:24:29.310000+00:00,2025-12-01T22:24:29.415000+00:00,20.0,0.105,120.8,False,True
2호기(창녕),2025-12-01T22:24:30.320000+00:00,2025-12-01T22:24:30.384000+00:00,,0.064,120.8,False,True
2호기(창녕),2025-12-01T22:24:31.320000+00:00,2025-12-01T22:24:31.416000+00:00,20.0,0.096,119.5,False,True
2호기(창녕),2025-12-01T22:24:32.320000+00:00,2025-12-01T22:24:32.416000+00:00,20.0,0.096,119.5,False,True
2호기(창녕),2025-12-01T22:24:33.310000+00:00,2025-12-01T22:24:33.417000+00:00,20.0,0.107,118.3,False,True
2호기(창녕),2025-12-01T22:24:34.290000+00:00,2025-12-01T22:24:34.416000+00:00,20.0,0.126,118.3,False,True
2호기(창녕),2025-12-01T22:24:35.320000+00:00,2025-12-01T22:24:35.394000+00:00,,0.074,117.1,False,True
2호기(창녕),2025-12-01T22:24:36.330000+00:00,2025-12-01T22:24:36.397000+00:00,,0.067,115.8,False,True
2호기(창녕),2025-12-01T22:24:37.310000+00:00,2025-12-01T22:24:37.398000+00:00,,0.088,115.8,False,True
2호기(창녕),2025-12-01T22:24:38.320000+00:00,2025-12-01T22:24:38.415000+00:00,,0.095,114.6,False,True
2호기(창녕),2025-12-01T22:24:39.290000+00:00,2025-12-01T22:24:39.416000+00:00,,0.126,114.6,False,True
2호기(창녕),2025-12-01T22:24:40.320000+00:00,2025-12-01T22:24:40.415000+00:00,,0.095,113.4,False,True
2호기(창녕),2025-12-01T22:24:41.320000+00:00,2025-12-01T22:24:41.341000+00:00,20.0,0.021,113.4,False,True
